ESK,,"EliteSky Express - Congo, The Democratic Republic of",Elite Sky
ESM,,Executive Aircraft Services S.A.L. - Lebanon,Exec Aircraft
ESO,,Avitat - United Kingdom,
ESP,,Esperia Aviation Services S.p.A. - Italy,
ESQ,,Europ Star Aircraft GmbH - Austria,Europ Star
ESR,ZE,"Eastar Jet Co. Ltd. - Korea, Republic of",Eastarjet
ESU,,"Empresa de Transporte Aereocargo del Sur, S.A. - Venezuela",Emtrasur
ESW,,ASG Business Aviation LLC - Azerbaijan,W-Business
ESZ,,"Aeronautica La Esperanza, S.A. de C.V. - Mexico",Esperanza
ETA,,"Midwest Jet Management, LLC d/b/a Reynolds Jet - United States of America",Time Machine
ETD,EY,Etihad Airways d/b/a Etihad - United Arab Emirates,Etihad
ETE,,"Servicios Aereos Elite, S.A. de C.V. - Mexico",Saelite
ETF,,Unidades Aeromoviles del Ejercito De Tierra - Spain,
ETH,ET,Ethiopian Airlines Group d/b/a Ethiopian Airlines - Ethiopia,Ethiopian
ETI,,Hummingbird Aviation Services AB - Sweden,Jethawk
ETL,,Patterson Aviation Company - United States of America,Entel
ETP,,Empire Test Pilots School - United Kingdom,Tester
ETR,ES,Estelar Latinoamerica C.A. d/b/a Estelar - Venezuela,Estel
ETS,,Eltsovka Airlines - Russian Federation,Eltsovka
ETU,,"Eastunion, LLC - Russian Federation",
ETZ,,"Aerotransportes Zodiac, S.A. de C.V. - Mexico",Aero Zodiac
EUC,,Eurocontrol - Belgium,
EUD,,Euro Mediterranean Airlines - Egypt,
EUI,,Euravia - Spain,Euravia
EUK,EG,Aer Lingus (U.K.) Limited - United Kingdom,Green Flight
EUL,,EURO LINK GmbH - Germany,Eurolink
EUP,,Pan Europeenne - France,Savoy
EUS,,Eurus Aviation S.A.P.I. de C.V. - Mexico,Eurus
EUW,,EFS European Flight Service AB - Sweden,Eurowest
EVA,BR,EVA Airways Corporation - Taiwan,Eva
EVC,,"RCS Services, LLC - United States of America",Ever Clear
EVE,E9,Evelop Airlines S.L. d/b/a iberojet - Spain,Evelop
EVJ,,"Everjets - Aviacao Executiva, S.A. - Portugal",Everjets
EVK,,Everett Aviation - Kenya,Everett
EVL,,Evolem Aviation - France,Evolem
EVM,,Natural Enviroment Research Council - United Kingdom,Science
EVQ,,Everett Aviation Lda - Mozambique,Everett Air
EVR,,"Aeronautical Academy of Europe - Academa Aeronautica de Evora, S.A. - Portugal",Diana
EVX,,ATR (Avion de Transport Regional) - France,Green Spirit
EVY,,"34 Squadron, Royal Australian Air Force - Australia",
EWA,,"Ewest Air - Korea, Republic of",Ewest
EWF,,TFC Flugbetrieb und - Technik Beratungsgellschaft mbH - Germany,Garmanair
EWG,EW,Eurowings GmbH - Germany,Eurowings
EWL,E6,Eurowings Europe Limited - Malta,Black Pearl
EWR,ZD,EWA Air S.A.S. - Mayotte,Mayotte Air
EWS,,East West Airlines - Syrian Arab Republic,East West
EWZ,,East Wing - Kazakhstan,E-Wing
EXA,,I.M.P. Group Limited - Canada,Canadian Execaire
EXB,,Brazilian Army Aviation - Brazil,Brazilian Army
EXC,,EC Charter C.A. - Venezuela,Ecair
EXD,,ExecuJet Aviation (Pty) Ltd. - South Africa,Platinun Exec
EXE,,"Executive Flight, Inc. - United States of America",Exec
EXG,,"Air Exchange, Inc. - United States of America",Exchange
EXH,,Executive Helicopters Limited - Ireland,Exec Heli
EXI,,"Excel Air Services, Inc. - Liberia",Excel Air
EXJ,,Executive Jet Charter Limited - United Kingdom,Volante
EXL,,Sunshine Express Airlines Pty. Ltd. d/b/a Sunshine Express Airline - Australia,
EXM,,CAA Flight Examiners - United Kingdom,Exam
EXN,,Exin - Poland,
EXO,,Blocked -,
EXP,,Island Air Express - United States of America,Island Express
EXS,LS,Jet2.com Limited t/a Jet2.com - United Kingdom,Channex
EXU,,"Executive Airlines, S.L. - Spain",Sacir
EXV,8D,FITS Aviation (Pvt) Ltd - Sri Lanka,Expoavia
EXX,,International Air Corp. - United States of America,Express International
EYC,,AIR X Executive Jets GmbH - Germany,
EYH,,"Glasym, S.A. de C.V. - Mexico",Glasimo
EYS,,Flygtransporter Nykoping AB - Sweden,Extrans
EYT,,Etihad Flight College - United Arab Emirates,Jernas
EZA,MG,Eznis Airways LLC - Mongolia,
EZB,,Flugschule Eichenberger AG - Switzerland,Eichenberger
EZC,,Blocked -,
EZI,,Aerojet Tomza S.A. de C.V. - Mexico,Jetza
EZJ,,Ezjet GT Inc. - Guyana,Guyana Jet
EZS,DS,Easyjet Switzerland S.A. - Switzerland,Topswiss
EZT,,Ezy Airlines - Thailand,Thai Ezy
EZY,U2,easyJet UK Limited - United Kingdom,Easy
EZZ,2E*,ETF Airways d.o.o. - Croatia,Enterprize
FAC,,Atlantic Helicopters - Faroe Islands,Faeroecopter
FAD,F3,flyadeal Airline Company - Saudi Arabia,Adeal
FAF,,Force Aerienne Francaise - France,France Air Force
FAG,,Fuerza Aerea Argentina - Argentina,Fuaer
FAH,,ASL Airlines (Hungary) Kft - Hungary,Blue Strip
FAI,,"Falcon Air, Inc. - United States of America",Motor-City
FAJ,,Fly Aman - Syrian Arab Republic,Amanjet
FAK,,Financial Airxpress - United States of America,Facts
FAL,,Friendship Air Alaska - United States of America,Friendship
FAM,,Fuerza Aerea Mexicana - Mexico,
FAN,,AF-Air International - Angola,Fanbird
FAP,,F Air - Czech Republic,Fair School
FAQ,,Aerofaq - Ecuador,
FAR,,AG.raum GmbH - Germany,Torro
FAS,FL*,"Florida Air Cargo, Inc. - United States of America",Florida Cargo
FAT,,Air Taxi (Aviation Connectivity and Infrastructure Developers Pvt. Ltd.) - India,Air Taxi
FAU,,Falcon Airline Limited - Nigeria,Falcon Airline
FAV,,Fair Aviation Pty Ltd. - South Africa,Fairavia
FAW,,"Falwell Aviation, Inc. - United States of America",Falwell
FAX,,Midwest Air Freighters - United States of America,Fairfax
FAY,,Fayban Air Services - Nigeria,Fayban Air
FAZ,,"Flint Aviation Services, Inc. - United States of America",Flint Air
FBA,IF,Fly Baghdad - Iraq,Iraq Express
FBB,VF,Fly Armenia Airways LLC - Armenia,Yerevan
FBE,,Pan African Airlines Leasing Company Ltd - Mauritius,Afribee
FBF,,"Fine Air Services, Inc. - United States of America",Fine Air
FBG,,Fleet Air BG - Bulgaria,Fleet Big
FBJ,,Baby Jet Airlines Limied - Ghana,Baby Jet
FBL,,Fly Erbil - Iraq,Fly Erbil
FBN,,"Florida Air Transport, Inc. - United States of America",Florida Transport
FBO,,TAG Farnborough Airport Ltd. - United Kingdom,
FBR,,Avangard Aviation GmbH - Germany,Avangard
FBS,6W,FlyBosnia d.o.o. - Bosnia Hercegovina,Bosnia Air
FBU,BF,French bee - France,French Bee
FBW,,"Aviation Data Systems, Inc. - United States of America",
FBX,,"Flying Business Aviation, S.A. de C.V. - Mexico",Business Jet
FBY,,"Fly Bai, S.L. - Spain",Bai Fly
FBZ,FO,F.B. Lineas Aereas S.A. t/a Flybondi - Argentina,Bondi
FCA,,Fly-Coop Légi Szolgáltató Kft. - Hungary,Coopair
FCE,,"Maxair Charter, Inc. d/b/a/ Flight Choice - United States of America",Flight Choice
FCG,,"FCG - Flight Consulting Group Ltd, LV - Latvia",
FCH,,FlyUnion Airlines - Tajikistan,Sky Union
FCI,,"Air Carriers, Inc. - United States of America",Fast Check
FCJ,,"AirSprint US, Inc. - United States of America",Fracjet
FCK,,FCS Flight Calibration Serivces GmbH - Germany,Nav Checker
FCM,N7,Nordic Regional Airlines Oy - Finland,Finnbird
FCO,,Aerofrisco - Mexico,Aerofrisco
FCP,,Flight Corporation - New Zealand,Flightcorp
FCS,,Nedgistic Express Services & Aviation N.V. - Aruba,Nesa
FCV,,Flight Centre Victoria - Canada,Navair
FCY,,Fly Company Ltd. - Romania,Fly Company
FCZ,,Blocked -,
FDA,JH,Fuji Dream Airlines Co. Ltd. - Japan,
FDB,FZ,Dubai Aviation Corporation d/b/a flydubai - United Arab Emirates,Sky Dubai
FDC,,Fly Diamond Company - Libyan Arab Jamahiriya,Diamond Airline
FDD,,Feeder Airlines - Sudan,
FDF,,"IVV Femida, Ltd - Russian Federation",
FDJ,,"Freedom Air, LLC. - United States of America",Freedom Jet
FDL,,Farmingdale State University - United States of America,Farmingdale State
FDM,,"Freedom Airlines, Inc. - United States of America",Liberty
FDN,,Dolphin Air - United Arab Emirates,Flying DolpYhins
FDO,,France Douanes - France,French Custom
FDP,,FDS-Ops Sp.z.o.o. - Poland,
FDR,7V,Federal Airlines (Pty) Ltd. - South Africa,Fedair
FDS,,African Medical and Research Foundation - Kenya,Flydoc
FDT,4F,Freedom Airline Express Ltd. - Kenya,Freedom Eagle
FDU,,Fly Dushanbe Airlines - Tajikistan,Eurasian
FDX,FX,Federal Express Corporation d/b/a FedEx - United States of America,Fedex
FDY,9X,"Southern Airways Express, LLC - United States of America",Friendly
FDZ,,Flight Deck Support - Luxembourg,Blue Lux
FEC,,"Denver Express, Inc. - United States of America",Falcon Express
FEE,,Aeroservicios Fares C.A. - Venezuela,Fares
FEI,,Eagle Air Iceland (Flugfelagid Ernir) - Iceland,Arctic Eagle
FEL,,FlyExec Ltd - Lebanon,
FEN,,Airbus Helicopters UK Ltd. - United Kingdom,Fenestron
FEO,,"Aeroferinco, S.A. de C.V. - Mexico",Aeroferinco
FER,,Feria Aviacion - Spain,Feria
FES,,"Aero Taxis Y Servicios Alfe, S.A. de C.V. - Mexico",Aero Alfe
FET,,"Old Dominion Freight LT Lines, Inc. - United States of America",Freightline
FEX,,FlightExec Limited - Canada,Flightexec
FFA,4F*,FLY4 Airlines Green Limited - Ireland,Sunshine
FFB,,Africair Service - Senegal,Foxtrot Foxtrot
FFC,,Synergy flight Training / Fairoaks Flight Centre - United Kingdom,Fairoaks
FFD,,Feuerwehriensatz - Germany,Florian
FFE,,FFL Fachschule Fuer Luft-Fahrzeugfuehrer GmbH - Germany,Smart Trainer
FFF,,Freedom Air Services Ltd. - Nigeria,Inter Freedom
FFH,,Shalom Air Services - Nigeria,Peace Air
FFL,,"ForeFlight, LLC - United States of America",Foreflight
FFM,FY,FlyFirefly Sdn. Bhd - Malaysia,Firefly
FFN,,"Fly & Fun, S.L. - Spain",
FFP,,Federal Aviation Administration - United States of America,Flight Pro
FFS,,Florida Dept Of Agriculture - United States of America,Forestry
FFT,F9,"Frontier Airlines, Inc. - United States of America",Frontier Flight
FFU,,GEC Marconi Avionics Ltd. - United Kingdom,Ferranti
FFV,5H*,Five Fourty Aviation Limited - Kenya,Swift Tango
FFX,,Flex Linhas Aéreas S.A. - Brazil,
FFY,,"Florida Flyers Flight Academy, Inc. - United States of America",Flyers Air
FGA,,Georgian Aviation Federation - Georgia,Georgia Fed
FGB,,Air 65 S.a.r.l. - France,Kitebird
FGD,,Conair Group Inc. d/b/a Conair - Canada,Fireguard
FGH,,Fan Airways Limited - Ghana,Fanair
FGN,,Gendarmerie Nationale - France,France Gendarme
FGO,C0*,"FTL Airlines, SA - France",Red Cargo
FGP,,Flying-Research Aerogeophysical Center Ltd. - Russian Federation,Flying Center
FGR,,"Mid-Pacific Air Service, LLC. - United States of America",Frigate
FGS,,Elitellina - Italy,Elitellina
FGT,,"Aerofreight, S.A. de C.V. - Mexico",
FGY,,Froggy Corporate Aviation - Australia,
FHG,,Flying Hope E.V. - Germany,Flying Hope
FHM,MI,Freebird Airlines Europe Limited - Malta,Eurobird
FHR,,hoper S.A. - Greece,Hoper Heli
FHS,KS,PT Surya Mataram Nusantara d/b/a FlyJaya - Indonesia,Surya
FHV,,Flyverhjemmevaernet - Denmark,Patrol
FHY,FH,Hurkus Havayolu Tasimacilik Ve Ticaret S.A. - Freebird Airlines - Turkey,Freebird
FIA,5F,"FlyOne Airlines S.R.L. - Moldova, Republic of",Fia Airlines
FIB,,Elthuraya Aviation - Sudan,Thuraya
FIC,,"Aerosafin, S.A. de C.V. - Mexico",Aerosafin
FIE,3F,FLYONE Armenia - Armenia,Armrider
FIH,,FinnHEMS Oy - Finland,Finnhems
FIK,,"JF Air Traffic, Inc. - United States of America",Fikes
FIL,,"Fly Line, S.L. - Spain",Flyline
FIN,AY,Finnair Oyj - Finland,Finnair
FIS,,Wingglider Limited - United Kingdom,Sherry
FIX,,Fox Aviation d.o.o. - Slovakia,Fox Aviation
FIZ,,Let’s Fly Helicopter & Jets - France,Cocktail
FJA,,Fiji Airlines Limited t/a Fiji Link - Fiji,Link Fiji
FJB,,Fastjet Zambia Limited - Zambia,Fastbird
FJC,,Falcon Jet Centre - United Kingdom,Falconjet
FJE,7F,Fanjet Express Ltd. - Kenya,Fanjet
FJI,FJ,Air Pacific Ltd. t/a Fiji Airways - Fiji,Fiji
FJK,,Fly Jet.kz - Kazakhstan,
FJL,9P,Fly Jinnah - Pakistan,Okaab
FJO,,Flexjet Operations Malta Limited - Malta,Flex Europe
FJR,,Solitaire Air Ltd. Co. (d/b/a Fly Jordan) - Jordan,Solitaire Air
FJS,,"Florida Jet Service, Inc. - United States of America",Floridajet
FJT,,"Future Air Co., Ltd. - China",Future Air
FJW,FN,fastjet Zimbabwe Limited - Zimbabwe,Zimbird
FJX,,Jet Sky Cargo and Air Charter Limited - Kenya,
FKH,2U,Fly Khiva Group LLC - Uzbekistan,Fly Khiva
FKL,,Levaero Aviation - Canada,
FKZ,,Fly Kumba - Zimbabwe,Kumba
FLA,,Flite Aviation Limited t/a Flite - Malta,Bluerock
FLC,,"United States Department of Transport, Federal Aviation Administration, Flight Inspection Services. - United States of America",Flight Check
FLD,,Fly Solutions Limited - Malta,Dedication
FLE,F8,Flair Airlines Ltd - Canada,Flair
FLF,,Friendship Airlines Ltd. - Uganda,Friend Air
FLG,S9,Big Charter Pvt. Ltd. d/b/a FlyBig - India,Krish
FLH,,"Sky Bus, Inc. - United States of America",Mile High
FLI,RC,Atlantic Airways Faroe Islands - Faroe Islands,Faroeline
FLJ,,Flexjet Operations Limited - United Kingdom,Flexair
FLK,,FlyLink Express - Spain,Flylink
FLL,,Federal Airlines - Sudan,Federal Airlines
FLM,,Flying Lamm S.L. - Spain,
FLN,WV,FlyNamibia Aviation (Pty) Ltd. d/b/a FlyNamibia - Namibia,Brave
FLO,,Flycom - Slovenia,
FLP,,FL140 Parachutisme Bordeaux - France,Parapro
FLR,,Fleetair - South Africa,Fleetair
FLS,,"Flying Fast, S.A. de C.V. - Mexico",Rapidos
FLU,,Flugschule Basel AG - Switzerland,Yellow Flyer
FLV,,"Flight, Joint-Stock Company - Russian Federation",Belouga
FLW,,Flitewatch Holdings Limited - Malta,Flite Watch
FLX,,"Flight Express, Inc. - United States of America",Flight Express
FLZ,YS,"Flightlink Limited - Tanzania, United Republic of",Flightlink
FMA,,"Fumigacion Aerea Andaluza, S.A. - Spain",Faasa
FMC,Y6,Fly Mode Flight Centre Limited - Kenya,Flymode Air
FMF,,Egyptian Aviation Academy - Egypt,Egypt Acadeny
FMG,,FMG Verkehrsfliegerschule Flughafen - Germany,Husky
FMK,,Fly Mara Airlines - Kenya,Flymara Airlines
FML,ML,Sky Mali - Mali,Eagle Bird
FMR,,"Flamingo Air, Inc. - United States of America",Flamingo Air
FMS,,Hadison Aviation - Sudan,Hadi
FMX,,"FlyFast, S.A. de C.V. - Mexico",Fastmex
FMY,,Aviation Legere de L'armee de Terre - France,French Army
FNA,,Norlandair - Iceland,
FNB,,FNA - Israel,
FNE,,Farnair Europe B.V. - Netherlands,Farnair Europe
FNF,,Finnish Air Force - Finland,Finnforce
FNG,,Finnish Border Guard - Finland,Finnguard
FNI,,Heli Holland Offshore B.V. - Netherlands,
FNK,,IAS Itzehoer Airservice GmbH - Germany,Funky
FNL,,Oulun Tilauslento Oy - Finland,Finn Flight
FNN,,Blocked -,
FNO,,Atlantic Air Solutions S.L. - Spain,Riazor
FNS,,Finesse Executive Limited - United Kingdom,Finesse
FNT,,Finlight Airline L.L.C. - Russian Federation,Avialight
FNV,,Transaviaservice - Georgia,Transaviaservice
FNY,,France Marine Nationale - France,French Navy
FOA,,Fortune Air (Pty) Ltd - South Africa,Fortune Air
FOC,,Office Federal de Aviation Civile - Switzerland,FOCA
FOE,OE,Fly One Airlines S.r.l. - Romania,First Eagle
FOF,,Flyfofo Airways - South Africa,Fofa
FOI,,Flight Ops International - United States of America,
FOM,NV,Chingis Airlines Unity LLC - Mongolia,
FOP,,Fokker Flight Operations - Netherlands,
FOR,,Formula One Management Limited - United Kingdom,Formula
FOS,,Bel Ltd - Russian Federation,
FOT,,"Aviat Aviacion Y Trabajos Aereos, S.L. - Spain",Avifoto
FOW,,Fliteport - United Arab Emirates,
FOZ,,Stars Airways - Syrian Arab Republic,Stars Airways
FPA,,Flygprestanda AB - Sweden,
FPC,,"Flight Pro International, LLC - United States of America",Pro Connect
FPF,,FJR Private Flight - United Arab Emirates,Siji
FPI,,flyPersia - Iran,Persia
FPO,5O,ASL Airlines France S.A. - France,French Post
FPR,,Fuerza Aerea Del Peru - Peru,
FQA,QO,Quikjet Cargo Airlines Pvt. Ltd. d/b/a Quikjet Airlines - India,
FRA,,FR Aviation Limited t/a Draken Europe - United Kingdom,Rushton
FRB,,Fly RAK - United Arab Emirates,Rakway
FRC,,Franconia Air Service GmbH - Germany,Franconia
FRD,,Ford Motor Company - United States of America,Ford
FRE,,Boeing Tactical - United States of America,Freedom
FRF,,Fleet Air International Ltd. - Hungary,Fairfleet
FRG,,"Freight Runners Express, Inc. - United States of America",Freight Runners
FRI,,Freedom Air (Pty) Ltd. t/a North East Charters - South Africa,Freeflight
FRM,,"Federal Armored Service, Inc. - United States of America",Fedarm
FRN,,First Nation Airways (SS) Limited - Nigeria,First Nation
FRO,,FROST Air ApS - Denmark,Frost
FRQ,,Afrique Chart'Air - Cameroon,Charter Afrique
FRR,,Fresh Air Ltd. - Nigeria,Fresh Air
FRU,,Securite Civile Francaise - France,French Rescue
FRV,,"Carver Aero, LLC d/b/a Revv Aviation - United States of America",Rev Aero
FRX,,Fort Aero - Estonia,Fort Aero
FSA,,Foster Aviation - United States of America,Foster-Air
FSB,,FSB Flugservice & Development GmbH - Germany,Seabird
FSC,,Four Star Aviation - Virgin Islands (US),Four Star
FSE,,AFS Alpine Flightservice GmbH - Austria,Falco
FSF,,Fly7 Finland Oy - Finland,Rocky
FSH,,Fly Smart LLC - Kyrgyzstan,Smart Hawk
FSJ,,"Freesky Aviation Co., Ltd. - China",Free Sky
FSK,,Africa Charter Airlines CC - South Africa,African Sky
FSL,,Flints Aero Services Limited - Nigeria,Crystal Light
FSM,,Airpilot Escuela De Vuelo S.L. - Spain,
FSN,,Flight Plan Solutions - United States of America,
FSO,,Sky One S.r.o. - Slovakia,Sky Air
FSP,,"Aperture Aviation, Inc. - United States of America",Snapshot
FSQ,,Fly Sky Airlines LLC - Kyrgyzstan,Kyrgyz Bird
FSR,,The Flightstar Corporation - United States of America,Flightstar
FSS,,Cherokee Air Limited - Bahamas,Abaco
FST,,"Flight Support, Inc. - United States of America",Flightron
FSU,,Fly Sky Airlines - Ukraine,Ukraine Bird
FSX,,"Flagship Express Services, Inc. - United States of America",Flag
FSY,,Privateair Inc. - Canada,Frosty
FTC,,FTC Aviation - San Marino,Fantastic
FTD,,"Andrew Bettis Aviation, LLC d/b/a AB Jets - United States of America",Fortitude
FTE,,"Fotografia F3, S.A. - Spain",Fotografia
FTG,,Flying Technology Airline Limited - Russian Federation,Technology
FTH,,"Mountain Aviation, Inc. - United States of America",Foothills
FTJ,,"Fu Tai Business Jets Co., Ltd. - China",Fu Tai
FTK,,North Carolina Forest Service - United States of America,Firetac
FTL,,"Flightline, S.L. - Spain",Flight-avia
FTM,,Flyteam Aviation Ltd. - United Kingdom,Flyteam
FTN,,"Victory Air, LLC - United States of America",Frontrunner
FTO,,Tropic Ocean Airways LLC - United States of America,Wagner
FTP,,"Keystone Aerial Surveys, Inc. - United States of America",Footprint
FTR,,Finist'air - France,Finistair
FTS,,Fly2Sky Malta Ltd. - Malta,Questa
FTT,,Flight Fast Track LLC - United States of America,Fast Air
FTU,,China Civil Aviation Flight University - China,Flight University
FTX,,"FX TerraDynamics, S.A. de C.V. - Mexico",Terra Dynamics
FTY,,ABC Bedarfsflug GmbH t/a Fly Tyrol - Austria,Fly Tyrol
FUC,,Fumicar - Ecuador,Fumicar
FUF,,"Servicios Aereos Fun Fly, S.A. De C.V. - Mexico",
FUH,,"Jilin First International Aviation Academy Co., Ltd. - China",Gallant
FUJ,,Fujairah Aviation Centre - United Arab Emirates,Fujairah
FUL,,Five Forty Uganda Limited - Uganda,Orange Crane
FUM,,"Fuxion Line Mexico, S.A. De C.V. - Mexico",Funline
FUS,,Fumisol - Ecuador,Fumisol
FUU,,Fly My Sky Aviation - Serbia,Blue Sparrow
FVA,,Cardinauair Virginia - United States of America,Air Virginia
FVJ,VK,Fly for Value Aviation Limited d/b/a ValueJet - Nigeria,Valujet
FVS,,Falcon Aviation Services - United Arab Emirates,Falcon Aviation
FWA,,"Wiseman Aviation, Inc. - United States of America",Pinecone
FWD,,Fair Wind Air Charter - United States of America,Fair Wind
FWI,TX,Air Caraibes - Guadeloupe,French West
FWK,,"Flightworks, Inc. - United States of America",
FWR,,Flightaware - United States of America,Flightaware
FWY,,"Fly Select Airways, S.A. de C.V. - Mexico",Select Ways
FXA,,Fly Express Airlines LLC - Egypt,Express Airlines
FXC,,"Flexjet Vertical Lift, LLC - United States of America",Flex Copter
FXF,,"Vip Air Charter, Inc. - United States of America",Fox Flight
FXJ,,Volare Acquisitions Limited d/b/a Flexjet International - Ireland,Flex Ireland
FXT,W2,Flexflight ApS - Denmark,
FXW,,"Associated Aircraft Group, Inc. - United States of America",Flexwing
FXZ,X2,FlyX Airlines - Zimbabwe,Fly Ex
FYC,,Fly Cham - Syrian Arab Republic,Cham Sky
FYD,,Flying Devil SA - Switzerland,Flying Devil
FYE,,Easy Link Aviation Services - Nigeria,Flyme
FYG,,Flying Service N.V. - Belgium,Flying Group
FYJ,,Flyjet Sp. z.o.o. - Poland,
FYL,,Flying Group Luxembourg S.A. - Luxembourg,Flyinglux
FYN,,PT. Flyindo Aviasi Nusantara - Indonesia,Flandy
FYO,,Fly Yemen Airlines - Yemen,Yemen Wings
FYR,,"Trabajos Aereos Fotografia Y Reportajes, S.L. - Spain",
FYS,,European Flyers - Spain,European Flyers
FYT,,Bakhtar Star Airlines - Afghanistan,
FYW,,Flyways Linhas Aereas Ltda - Brazil,Maisbrasil
FZA,FU,"Fuzhou Airlines Co., Ltd. - China",Strait Air
FZC,,Blocked -,
FZM,,Trabajos Aeroes de Cordoba S.L. - Spain,
FZW,,Flyafrica Zimbabwe (PVT) Limited - Zimbabwe,
GAB,,Aerobell Airlines - Costa Rica,Cali
GAC,,GlobeAir AG - Austria,Dream Team
GAD,,South Coast Aviation (Bournemouth) Ltd. - United Kingdom,Southcoast
GAE,,"Shenzhen Gulf Aviation Co., Ltd. - China",Gulf Aviation
GAF,,German Air Force - Germany,German Air Force
GAG,,GreyBird Aviation Group - Denmark,Geebird
GAH,,Ga-Ma Helicoptere - France,Gamhelico
GAI,,Gelix Aero - Russian Federation,Surgut Star
GAJ,,"Gama Aviation, LLC. - United States of America",Gama Jet
GAK,5S,Global Aviation Services Group - Libyan Arab Jamahiriya,
GAM,,German Army - Germany,German Army
GAN,,Gander Aviation Ltd. - Canada,Ganair
GAO,5L,LIAT (2020) Ltd. d/b/a Liat Air - Antigua and Barbuda,Soar
GAP,2P,Air Philippines Corporation d/b/a PAL Express and Airphil Express - Philippines,Airphil
GAQ,,Golfe Air Quebec Ltee. - Canada,Golfair
GAR,,Glory Airline - Nigeria,Glory Air
GAS,,Galena Air Service - United States of America,Galena Air Serivce
GAT,,"Gulf Air, Inc. - United States of America",Gulf Trans
GAV,,Global Reach Aviation A/S - Denmark,Gravity
GAW,,Global Airlift Limited - Kenya,Skycrawler
GAX,,"Full Express, Inc. - United States of America",Grand Aire
GBA,,Gulf Air Bahrain B.S.C. - Bahrain,Gulf Bahrain
GBB,GE,Global Aviation Operations (Pty) Ltd - South Africa,Globe
GBC,,Globe Air Cargo - Antigua and Barbuda,Globe Cargo
GBE,,Gabon Express - Gabon,Gabex
GBF,,Global Aviation - Burkina Faso,Nimba
GBG,G2,GullivAir Ltd. - Bulgaria,Vagabond
GBH,,Global Avia Handling Limited Company - Russian Federation,
GBJ,,"RPS System Co., Ltd. - Thailand",Global Thai
GBL,,UAB Global Airways - Lithuania,Litglobe
GBN,,Atlantic Airlines - Gabon,Atlantic Gabon
GBO,,Ogooue Air Cargo - Gabon,
GBR,,"Rader Aviation, Inc. - United States of America",Greenbrier Air
GBS,,Global Air Servies Nigeria Ltd. - Nigeria,Global Serve
GBU,,Transports Aériens de La Guinee-Bissau - Guinea Bissau,Transbissau
GCA,D6,Sunrise Airways Dominicana - Dominican Republic,Aerogeca
GCB,,Lignes Nationales Aeriennes - Linacongo - Congo,Linacongo
GCC,,General Electric Capital Aviation Services - Ireland,GECAS
GCF,,Aeronor - Spain,Aerocarto
GCI,,Guarda Costiera Italiana - Italy,Italian Coast Guard
GCK,,Glock Aviation GmbH - Austria,Glock
GCM,,Comair Flight Services (Pty) Ltd - South Africa,Globecom
GCN,,"Gulf Central Airlines, Inc. - United States of America",gulf Central
GCR,GS,Tianjin Airlines Co. Ltd - China,Bo Hai
GCS,,Skyway Airline - Costa Rica,Sky Tec
GCV,,G-1 RT - Hungary,Gee-Bird
GCW,,flyGAC A/S - Denmark,Globalcrew
GCY,,CHC Global Operations International - United Kingdom,Helibird
GCZ,,Blocked -,
GDB,,Gendarmerie Belge - Belgium,Belgian Gendarmerie
GDC,CN,"Grand China Air Co., Ltd. - China",Grand China
GDG,,"S.P. Aviation, Inc. t/a GoodJET - United States of America",Golden Gate
GDH,,Guneydogu Havacilik Isletmesi Ltd Std - Turkey,Rising Sun
GDK,,Goldeck-Flug Ges.m.b.H. - Austria,Goldeck Flug
GDM,PI,Small Fly Co. Ltd - Malta,Small
GDN,,"Gerry's Dnata, M/S - Pakistan",
GDQ,,"Lincoln, Ne Air National Guard - United States of America",
GDR,,"Gadair European Airlines, S.L. - Spain",Gadair Lines
GDY,,LifeFlight Australia Pty Ltd. - Australia,Guardian
GEA,IG,Global Aviation Co. d/b/a GEA - Iraq,Globalaviation
GEC,LH,Lufthansa Cargo AG - Germany,Lufthansa Cargo
GED,,Europe Air Lines (E.A.L.) - France,Languedoc
GEE,,"Aero GE, S.A. de C.V. - Mexico",
GEL,D4,Airline Geo Sky LLC - Georgia,Sky Georgia
GEM,,"Air Africa International Ltd. - Tanzania, United Republic of",
GEN,,GENSA - General Services Aviation - Brazil,Gensa-Brasil
GEO,,AMS Airlines LLC - Georgia,Apolax
GER,ZQ,German Airways GmbH - Germany,German Eagle
GES,,"Gestair, S.A. - Spain",Gestair
GET,,"Get High, Unipessoal Lda - Portugal",Air Flow
GEV,,"Gestavi, S.L. - Spain",Gestavi
GEX,,Aero Expedition LLC - Georgia,Aero Georgia
GFA,GF,Gulf Air Company B.S.C. (C) - Bahrain,Gulf Air
GFC,,Gail Force Express - United States of America,Gail Force
GFD,,GFD GmbH - Germany,Kite
GFE,,Archer Daniels Midland Company - United States of America,Greenleaf
GFF,,Great Flight - United States of America,Great Ride
GFM,,Grafair Flight Management AB - Sweden,Parrot
GFO,,"Aerovias Del Golfo, S.A. de C.V. - Mexico",Aerovias Golfo
GFR,,Avia-Pusk - Kazakhstan,Apusk
GFS,,"Gulfstream Airlines, Inc. - United States of America",Gulfstar
GFT,,G.A.D. Flights Ltd. - Israel,
GFV,,"Grupo Aeronautico AFA, S.A. de C.V. - Mexico",Grupo- Afa
GFW,,GFW Aviation - Australia,
GFY,,Intercept Aviation LLC - United States of America,Ground Loop
